"loan_amnt","term","int_rate","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","collections_12_mths_ex_med","application_type","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","has_major_derog","has_delinq","has_public_record","has_credit_summary","earliest_cr_line_age_years","employed_flag","home_ownership.MORTGAGE","home_ownership.OTHER","home_ownership.OWN","purpose.credit_card","purpose.debt_consolidation","purpose.home_improvement","annual_inc_log","pub_rec_flag","verification_status.Source.Verified","verification_status.Verified"
22000," 60 months",18.25,"OK",30.88,1,0,7,12505,63.8,19,0,"INDIVIDUAL",0,0,157228,19600,0,1,0,1,26.9123287671233,1,1,0,0,1,0,0,10.6919676399149,0,1,0
8500," 36 months",18.25,"NY",24.02,0,1,12,19446,75.1,18,0,"INDIVIDUAL",0,0,56825,25900,0,0,0,1,30.9123287671233,1,0,0,0,0,0,0,11.5129354649202,0,0,0
12000," 60 months",17.57,"NY",26.2,0,1,14,15357,66.2,22,0,"INDIVIDUAL",0,0,33430,23200,0,0,0,1,27.0794520547945,1,0,0,0,0,1,0,10.7579241570616,0,0,1
12000," 36 months",9.17,"KY",18.63,0,1,8,6773,72.8,15,0,"INDIVIDUAL",0,369,149957,9300,0,0,0,1,37.1643835616438,1,1,0,0,0,1,0,10.7789771230064,0,0,1
30000," 60 months",9.17,"AL",14.58,0,0,16,36886,28,44,0,"INDIVIDUAL",0,0,202705,131900,0,0,0,1,49.7506849315068,1,1,0,0,0,1,0,11.7752974217158,0,0,1
10000," 60 months",22.7,"HI",18.16,0,0,11,10736,58,23,0,"INDIVIDUAL",0,0,29851,18500,0,1,0,1,21.5835616438356,1,1,0,0,0,1,0,11.002116507732,0,0,1
4500," 36 months",21,"NY",10.88,0,1,12,5307,79.2,15,0,"INDIVIDUAL",0,0,6909,6700,0,0,0,1,20.4164383561644,1,0,0,0,1,0,0,10.3089859934221,0,1,0
22000," 36 months",7.62,"CA",7.7,0,3,11,27079,54.3,29,0,"INDIVIDUAL",0,0,842215,49900,0,0,0,1,34.3315068493151,1,1,0,0,1,0,0,12.3883983689821,0,1,0
10500," 60 months",13.99,"NY",7.92,0,0,8,2182,28.3,9,1,"INDIVIDUAL",0,94,55498,7700,0,0,0,1,14.2465753424658,1,0,0,0,0,1,0,10.0380621508323,0,1,0
14000," 36 months",6.03,"TX",6.52,1,0,13,5263,13.4,36,0,"INDIVIDUAL",0,0,508897,39200,0,1,0,1,33.827397260274,1,1,0,0,1,0,0,11.9183972397228,0,0,0
8000," 36 months",17.86,"TX",8.43,0,1,2,3860,96.5,5,0,"INDIVIDUAL",0,0,7716,4000,0,0,0,1,18.9972602739726,1,0,0,0,0,0,0,10.5187002182882,0,1,0
6000," 36 months",14.65,"CA",31.25,1,2,10,13626,62.2,16,0,"INDIVIDUAL",0,0,50125,21900,0,1,0,1,22.2465753424658,1,0,0,0,0,0,0,10.9151066458675,0,0,1
4000," 36 months",12.99,"NY",6.96,1,2,7,6655,24.4,13,0,"INDIVIDUAL",0,0,29316,27300,0,1,0,1,30.4164383561644,1,0,0,0,0,1,0,11.6952553550628,0,0,0
17600," 36 months",11.14,"CA",15.44,0,0,6,14247,49,27,0,"INDIVIDUAL",0,0,22857,29100,0,0,0,1,27.0794520547945,1,0,0,0,1,0,0,10.9169231437966,0,0,0
4000," 36 months",13.33,"NJ",1.75,0,0,5,539,6.2,8,0,"INDIVIDUAL",0,0,539,8700,0,0,1,1,24.1643835616438,1,0,0,0,0,1,0,10.7789771230064,1,0,0
21475," 60 months",13.99,"OH",16.11,0,2,19,30260,48.3,35,0,"INDIVIDUAL",0,0,260621,62600,0,0,0,1,26.827397260274,1,1,0,0,0,1,0,11.5898957653227,0,1,0
12500," 36 months",7.26,"AL",23.65,0,0,6,12419,67.9,21,0,"INDIVIDUAL",0,0,129614,18300,1,1,0,1,29.4986301369863,0,1,0,0,1,0,0,10.5996551669896,0,0,1
7200," 36 months",8.18,"NY",12.83,2,1,30,12307,33.1,52,0,"INDIVIDUAL",0,0,16228,37200,0,1,1,1,28.0794520547945,1,0,0,0,1,0,0,11.2897944135779,1,0,0
20000," 60 months",19.99,"AL",20.88,0,2,3,23120,84.1,13,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,28.3315068493151,1,1,0,0,0,0,1,10.8197982842103,0,0,1
15650," 60 months",18.54,"TX",17.45,0,0,9,8544,87.2,21,0,"INDIVIDUAL",0,0,76692,9800,0,0,0,1,16.2465753424658,1,0,0,0,0,1,0,10.801634680174,0,1,0
15000," 36 months",9.71,"MA",22.22,0,0,12,13548,56.2,29,0,"INDIVIDUAL",0,0,73512,24100,0,0,0,1,26.3315068493151,1,1,0,0,1,0,0,11.2897944135779,0,1,0
15000," 60 months",18.92,"AZ",15.09,0,4,17,1225,1.9,51,0,"INDIVIDUAL",0,0,98304,65000,1,1,0,1,24.4164383561644,1,0,0,0,0,1,0,11.7360770162524,0,0,1
11550," 36 months",16.49,"NJ",11.88,0,0,8,7991,67.7,15,0,"INDIVIDUAL",0,0,19671,11800,0,0,1,1,23.7506849315069,1,1,0,0,0,1,0,10.9647613555489,1,1,0
20800," 60 months",19.22,"TX",15.5,0,1,20,28764,54.5,34,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,31.0794520547945,1,0,0,0,1,0,0,11.3266079348989,0,0,1
6300," 36 months",16.99,"MN",16.01,0,0,23,23339,44.8,31,0,"INDIVIDUAL",0,0,198445,52100,0,0,0,1,25.1643835616438,1,1,0,0,0,1,0,11.3266079348989,0,0,1
10000," 60 months",10.99,"MI",16.86,0,0,15,10133,42,64,0,"INDIVIDUAL",0,0,57624,24100,1,1,0,1,26.5835616438356,1,0,0,0,0,1,0,11.5129354649202,0,1,0
12800," 36 months",13.11,"RI",30.81,0,0,13,36166,63.4,32,0,"INDIVIDUAL",0,0,44378,57059,1,1,0,1,28.6657534246575,0,1,0,0,0,1,0,10.6627267344582,0,0,1
21000," 60 months",14.49,"CA",24.89,0,1,12,36020,87.2,21,0,"INDIVIDUAL",0,0,468511,41300,0,0,0,1,37.3315068493151,1,1,0,0,1,0,0,11.5617251529038,0,1,0
6075," 36 months",14.09,"IL",14.07,0,2,10,3625,26.3,13,0,"INDIVIDUAL",0,0,14752,13800,0,0,0,1,20.9972602739726,1,0,0,0,1,0,0,10.3089859934221,0,0,0
10300," 36 months",10.99,"GA",34.57,0,0,16,35850,60.3,38,0,"INDIVIDUAL",0,0,144665,59500,0,0,0,1,21.9972602739726,1,1,0,0,1,0,0,10.6454487065059,0,1,0
18500," 36 months",12.99,"NC",11.95,0,0,9,13992,78.6,21,0,"INDIVIDUAL",0,0,26526,17800,0,1,0,1,26.0794520547945,1,0,0,1,0,1,0,11.3930264421913,0,1,0
16675," 36 months",13.33,"NJ",23.03,0,0,7,16555,53.7,16,0,"INDIVIDUAL",0,0,199189,30800,0,0,0,1,26.2465753424658,1,1,0,0,0,1,0,10.9508240905224,0,0,1
15000," 36 months",10.99,"CT",11.07,2,2,17,25774,59.3,56,0,"INDIVIDUAL",0,0,333835,43500,1,1,0,1,20.1643835616438,1,1,0,0,1,0,0,11.7752974217158,0,0,0
6750," 36 months",9.17,"NY",16.7,0,1,3,6369,23.6,6,0,"INDIVIDUAL",0,0,41183,27000,0,0,0,1,27.827397260274,1,0,0,1,1,0,0,10.8197982842103,0,1,0
30000," 36 months",8.38,"GA",21.54,0,0,16,32555,46,44,0,"INDIVIDUAL",0,0,414647,70800,0,0,0,1,43.4164383561644,1,1,0,0,1,0,0,11.4721138870624,0,1,0
24800," 60 months",15.22,"LA",20.53,0,0,11,27728,54.1,29,0,"INDIVIDUAL",0,0,144397,51300,0,0,0,1,30.5835616438356,1,1,0,0,1,0,0,11.1844352867906,0,0,1
16000," 36 months",13.11,"NJ",10.39,0,0,10,15237,66.7,14,0,"INDIVIDUAL",0,0,15237,22800,0,1,1,1,24.9123287671233,1,0,0,0,0,1,0,10.8197982842103,1,0,1
16000," 60 months",15.61,"IL",13.18,0,2,9,11315,51,36,0,"INDIVIDUAL",0,0,173172,22200,0,1,0,1,21.9123287671233,1,1,0,0,0,1,0,11.2308277708123,0,0,1
5000," 36 months",15.61,"MN",13.61,0,0,8,24288,72.7,15,0,"INDIVIDUAL",0,0,24288,33400,0,0,0,1,40.0794520547945,1,1,0,0,0,1,0,10.8197982842103,0,0,0
13200," 36 months",6.24,"TX",16.33,0,0,7,26833,80.8,27,0,"INDIVIDUAL",0,0,55558,33200,0,0,0,1,28.1643835616438,1,0,0,0,1,0,0,11.6068073525234,0,0,1
3500," 36 months",18.24,"IL",29.06,0,0,6,2745,12.9,6,0,"INDIVIDUAL",0,0,18137,21300,0,0,0,1,16.2465753424658,1,0,0,0,0,1,0,9.78024589567809,0,0,0
20000," 36 months",10.99,"CA",11.4,0,0,12,9930,39.1,26,0,"INDIVIDUAL",0,0,28518,25400,1,1,0,1,21.827397260274,1,0,0,0,0,1,0,11.4075760603618,0,1,0
18000," 36 months",7.12,"FL",17.38,0,0,16,29413,40,26,0,"INDIVIDUAL",0,0,43758,73500,0,0,0,1,31.1643835616438,0,0,0,0,1,0,0,11.2252567257629,0,0,1
6400," 36 months",12.29,"TN",17.19,0,0,6,3746,26.6,9,0,"INDIVIDUAL",0,0,15712,14100,0,0,0,1,14.6657534246575,1,0,0,0,0,1,0,10.1658902778025,0,0,0
7000," 36 months",6.03,"GA",22.01,0,0,26,17950,28.2,47,0,"INDIVIDUAL",0,0,201415,63600,0,0,0,1,26.1643835616438,1,1,0,0,0,1,0,11.1704492404313,0,0,0
31200," 60 months",14.47,"WA",20.73,0,0,11,18459,35.5,18,0,"INDIVIDUAL",0,0,360471,52000,0,0,1,1,38.9972602739726,1,1,0,0,0,0,0,11.4927329616823,1,0,1
35000," 36 months",14.64,"FL",28.83,0,0,15,47789,67.9,28,0,"INDIVIDUAL",0,299,100133,70400,0,1,0,1,29.0794520547945,1,0,0,1,1,0,0,11.3504183001091,0,0,1
9600," 36 months",13.99,"MI",22.34,0,0,14,6462,38.7,20,0,"INDIVIDUAL",0,0,15994,16700,1,1,1,1,30.5835616438356,1,0,0,0,0,1,0,10.7276849250866,1,0,1
5150," 36 months",11.55,"AZ",13.42,0,0,6,2793,48.2,15,0,"INDIVIDUAL",0,0,13687,5800,1,1,0,1,21.1643835616438,1,1,0,0,0,1,0,10.8197982842103,0,0,0
7200," 60 months",15.28,"FL",17.49,0,2,8,7440,68.3,11,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,19.1643835616438,1,1,0,0,0,0,1,10.463131911492,0,0,1
25000," 36 months",13.33,"MN",29.07,2,1,4,10041,70.7,34,0,"INDIVIDUAL",0,0,168676,14200,1,1,1,1,42.7506849315068,1,0,0,0,1,0,0,11.2385017770766,1,1,0
10000," 36 months",11.48,"TX",22.83,0,2,19,6209,16,25,0,"INDIVIDUAL",0,0,157249,38700,1,1,0,1,19.4986301369863,1,0,0,0,0,1,0,11.1844352867906,0,0,1
4800," 36 months",15.61,"PA",25.7,1,0,12,14886,82.2,26,0,"INDIVIDUAL",0,0,210801,18100,0,1,1,1,31.4986301369863,1,0,0,1,0,1,0,11.1124628236349,1,0,0
5400," 36 months",15.61,"TN",17.14,2,3,16,3347,33.1,25,0,"INDIVIDUAL",0,0,128688,10100,1,1,0,1,22.5835616438356,1,1,0,0,0,1,0,10.8540637623768,0,1,0
10000," 36 months",7.12,"NJ",7.95,0,0,10,11647,25.3,31,0,"INDIVIDUAL",0,102,24078,46000,1,1,0,1,32.0794520547945,1,0,0,0,1,0,0,11.3385839825165,0,0,0
16000," 60 months",16.29,"MD",11.54,0,0,24,8109,35,63,0,"INDIVIDUAL",0,0,263364,23200,0,0,1,1,28.9972602739726,1,1,0,0,0,1,0,11.1562648066437,1,1,0
24000," 60 months",15.88,"NY",15.06,0,0,11,22541,61.1,24,0,"INDIVIDUAL",0,0,37557,36900,1,1,0,1,21.9972602739726,1,0,0,0,0,1,0,11.5129354649202,0,0,1
14675," 60 months",17.27,"FL",10.3,0,1,18,5969,48.5,53,0,"INDIVIDUAL",0,0,253920,12300,0,0,1,1,29.4164383561644,1,1,0,0,0,1,0,11.5129354649202,1,0,1
5500," 60 months",8.49,"FL",10.21,0,0,5,11825,36.6,17,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,29.9123287671233,1,1,0,0,0,0,0,10.586609649449,0,0,0
5000," 36 months",13.33,"CA",33.77,0,0,9,2339,23.4,33,0,"INDIVIDUAL",0,0,42088,10000,1,1,1,1,52.3315068493151,1,0,0,0,0,0,0,10.5453677541517,1,1,0
12000," 36 months",13.98,"IL",21,1,0,7,27025,85.8,39,0,"INDIVIDUAL",0,0,69660,31500,0,1,0,1,35.2465753424658,1,0,0,0,0,1,0,10.8590182281479,0,0,0
35000," 36 months",15.88,"WI",15.1,0,1,8,54915,59.8,29,0,"INDIVIDUAL",0,0,66820,91900,0,0,0,1,25.9972602739726,1,0,0,0,0,1,0,11.6952553550628,0,0,1
24000," 60 months",13.99,"NV",34.27,0,1,17,23420,86.7,35,0,"INDIVIDUAL",0,0,462568,27000,1,1,0,1,36.827397260274,0,1,0,0,0,1,0,11.4295547255373,0,0,1
20000," 36 months",6.62,"TX",12.66,0,0,16,4146,5.5,54,0,"INDIVIDUAL",0,0,80647,23700,0,1,0,0,38.7506849315068,1,1,0,0,0,1,0,12.1281165094513,0,0,0
9275," 36 months",16.99,"NJ",1.68,1,1,10,579,7.1,16,0,"INDIVIDUAL",0,0,579,8200,1,1,0,1,27.9972602739726,0,0,0,0,0,0,0,10.3089859934221,0,1,0
2500," 36 months",10.99,"AZ",10.31,0,2,7,2944,64,10,0,"INDIVIDUAL",0,0,14554,4600,0,0,0,1,18.1643835616438,1,0,0,0,1,0,0,10.3327017388151,0,0,0
9000," 36 months",11.99,"VA",24.73,2,0,7,4027,22.8,14,0,"INDIVIDUAL",0,0,27052,17700,1,1,0,1,20.9123287671233,1,0,0,0,1,0,0,10.6689786502192,0,0,0
12000," 36 months",5.32,"NJ",10.63,0,0,12,0,0,52,0,"INDIVIDUAL",0,0,363308,40800,0,0,0,1,21.0794520547945,1,1,0,0,0,1,0,11.6952553550628,0,0,1
16000," 36 months",12.49,"CA",10.34,0,0,8,6901,71.9,22,0,"INDIVIDUAL",0,100,16758,9600,1,1,0,1,22.2465753424658,1,0,0,0,0,1,0,11.1562648066437,0,1,0
20000," 36 months",5.32,"NH",17.47,0,1,14,17635,20.2,30,0,"INDIVIDUAL",0,0,121774,87300,0,1,0,1,37.1643835616438,1,1,0,0,1,0,0,11.0821579333748,0,0,0
14775," 60 months",21.49,"OH",20.58,0,0,10,12433,62.5,16,0,"INDIVIDUAL",0,174,115553,19900,0,1,1,1,22.9123287671233,1,1,0,0,0,1,0,10.7144399907278,1,0,1
8850," 36 months",14.65,"MN",28.96,0,1,10,37767,76.1,18,0,"INDIVIDUAL",0,0,231392,49600,0,1,0,1,57.4164383561644,1,1,0,0,1,0,0,10.8967578438935,0,0,0
7350," 36 months",14.31,"IL",21.93,0,1,15,13130,39,21,0,"INDIVIDUAL",0,0,38460,33700,0,1,0,1,23.4164383561644,1,0,0,0,0,1,0,10.9151066458675,0,1,0
25225," 60 months",21,"TX",4.34,0,1,3,10768,77.5,9,0,"INDIVIDUAL",0,0,10768,13900,0,0,0,1,23.2465753424658,1,1,0,0,0,1,0,11.1360623908672,0,0,1
10000," 36 months",5.93,"DC",15.59,0,0,21,7024,29.9,48,0,"INDIVIDUAL",0,0,224277,23500,0,1,0,1,26.2465753424658,1,1,0,0,0,0,1,11.5617251529038,0,0,0
17600," 60 months",13.66,"MD",35.37,0,0,17,11032,18.3,27,0,"INDIVIDUAL",0,0,53978,60300,0,0,0,1,19.827397260274,1,1,0,0,0,1,0,10.8590182281479,0,1,0
15000," 36 months",12.39,"CA",18.91,0,0,18,24927,69.8,23,0,"INDIVIDUAL",0,0,354996,35700,1,1,0,1,22.5835616438356,1,1,0,0,1,0,0,11.0821579333748,0,1,0
10000," 36 months",15.99,"NC",22.81,0,2,18,13612,77.8,36,0,"INDIVIDUAL",0,1331,76116,17500,1,1,0,1,21.6657534246575,1,0,0,0,0,1,0,11.3964028846062,0,0,1
6000," 36 months",8.18,"IL",10.36,1,1,15,16311,47.1,26,0,"INDIVIDUAL",0,0,23909,34600,1,1,0,1,22.7506849315069,1,0,0,0,0,1,0,11.314486721294,0,0,0
18000," 36 months",10.99,"NJ",21.55,0,0,13,24354,48.3,25,0,"INDIVIDUAL",0,0,42016,50400,0,1,0,1,28.9972602739726,1,0,0,0,0,1,0,11.141876276228,0,0,0
8000," 36 months",8.18,"NV",12.71,0,0,7,9782,64.4,8,0,"INDIVIDUAL",0,463,190899,15200,0,0,0,1,17.9123287671233,1,1,0,0,1,0,0,10.9462347083628,0,1,0
28000," 60 months",10.99,"TX",24.2,0,1,23,35292,54.5,35,0,"INDIVIDUAL",0,0,156294,64700,0,0,0,1,27.5835616438356,1,1,0,0,1,0,0,11.3504183001091,0,1,0
26000," 36 months",6.92,"NY",27.28,0,0,12,25593,57,20,0,"INDIVIDUAL",0,0,68619,44900,0,0,0,1,29.4164383561644,0,0,0,0,0,1,0,11.002116507732,0,0,1
4200," 36 months",10.99,"MD",33.43,4,0,12,6473,50.6,33,0,"INDIVIDUAL",0,0,81804,12800,1,1,0,1,38.2465753424658,1,0,0,0,1,0,0,10.7789771230064,0,0,1
14400," 36 months",8.18,"PA",20.21,1,2,19,14163,51.3,23,0,"INDIVIDUAL",0,0,80735,27600,0,1,0,1,18.2465753424658,1,0,0,0,1,0,0,11.1272776899325,0,0,0
28800," 60 months",16.99,"TX",11.54,1,2,19,28957,52.6,42,0,"INDIVIDUAL",0,0,35820,55000,1,1,0,1,31.4986301369863,1,0,0,0,0,1,0,11.7280449090708,0,0,1
23600," 60 months",15.23,"OK",0,0,2,2,0,0,18,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,23.6657534246575,1,0,0,0,0,0,0,10.7625939878824,0,0,1
10500," 36 months",12.12,"NJ",15.84,0,0,20,22321,44.4,44,0,"INDIVIDUAL",0,0,53777,50300,0,0,1,1,50.9972602739726,1,0,0,0,0,0,0,11.5129354649202,1,1,0
10000," 36 months",13.99,"MI",32.3,0,0,22,5001,73.5,34,1,"INDIVIDUAL",0,1822,176020,6800,0,0,0,1,22.0794520547945,1,1,0,0,0,1,0,10.463131911492,0,1,0
14000," 36 months",10.15,"CA",15.59,0,0,14,14441,44.3,14,0,"INDIVIDUAL",0,0,23387,32600,0,0,0,1,15.5835616438356,1,1,0,0,0,1,0,11.2252567257629,0,0,1
35000," 36 months",7.69,"MD",20.24,0,0,14,35796,38.8,21,0,"INDIVIDUAL",0,0,597955,92200,0,1,0,1,21.7506849315069,1,1,0,0,1,0,0,12.1007176854125,0,0,0
6000," 36 months",8.18,"CA",30.86,0,0,13,7540,25.3,26,0,"INDIVIDUAL",0,0,25174,29800,0,0,0,1,21.9123287671233,1,0,0,0,0,1,0,10.5453677541517,0,1,0
8000," 60 months",13.35,"CT",13.8,0,0,11,8568,51.3,28,0,"INDIVIDUAL",0,0,15632,16700,0,0,0,1,24.1643835616438,1,0,0,1,0,1,0,10.5966597327836,0,1,0
9600," 36 months",7.62,"KS",17.02,0,0,12,8623,31,26,0,"INDIVIDUAL",0,0,205951,27800,0,0,0,1,25.7506849315069,1,1,0,0,0,1,0,11.0821579333748,0,0,0
11325," 36 months",20.49,"NY",23.2,0,0,9,5379,31.5,32,0,"INDIVIDUAL",0,0,21276,17100,0,0,0,1,32.7506849315068,1,0,0,0,1,0,0,10.3089859934221,0,1,0
10000," 60 months",19.52,"IN",18.36,1,0,4,8440,95.9,11,0,"INDIVIDUAL",0,0,169421,8800,0,1,0,1,23.9123287671233,1,0,0,1,0,1,0,10.6689786502192,0,1,0
13200," 36 months",7.89,"LA",14.39,1,0,19,12909,95.6,31,0,"INDIVIDUAL",0,0,88489,13500,0,1,0,1,31.4986301369863,1,1,0,0,0,1,0,11.3675990697027,0,0,0
24000," 60 months",18.25,"NY",9.18,4,1,15,18697,43.8,45,0,"INDIVIDUAL",0,0,303946,42700,1,1,1,1,29.7506849315069,1,0,0,1,0,1,0,11.3504183001091,1,1,0
5500," 36 months",13.99,"AL",7.95,0,0,7,1970,65.7,56,1,"INDIVIDUAL",0,85,78179,3000,0,0,0,1,21.5835616438356,1,0,0,0,0,1,0,10.0858507751287,0,1,0
3200," 36 months",10.65,"CA",6.19,0,0,5,3084,37.6,14,0,"INDIVIDUAL",0,0,80647,23700,0,1,0,0,26.0794520547945,1,0,0,0,0,1,0,10.7047938290723,0,1,0
6025," 36 months",22.99,"KY",27.15,1,1,9,1684,49.5,20,0,"INDIVIDUAL",0,539,25572,3400,0,1,0,1,24.4986301369863,1,0,0,0,0,0,0,10.2750855911327,0,0,1
4800," 36 months",12.99,"AZ",11.86,1,0,6,23638,98.5,18,1,"INDIVIDUAL",0,89,91137,24000,1,1,0,1,30.2465753424658,1,0,0,0,0,1,0,10.935977844809,0,0,0
13500," 36 months",11.14,"CA",21.05,0,0,9,13617,55.1,23,0,"INDIVIDUAL",0,0,44512,24700,0,0,0,1,27.9972602739726,1,0,0,0,0,1,0,10.746282432565,0,0,0
9000," 36 months",12.69,"AL",5.87,0,0,7,13541,68.6,7,0,"INDIVIDUAL",0,0,13541,19600,0,0,0,1,17.9123287671233,1,0,0,0,0,1,0,11.1198976915657,0,0,1
30225," 36 months",17.77,"NY",6.15,0,0,6,9019,98,12,0,"INDIVIDUAL",0,0,149845,9200,0,0,0,1,22.1643835616438,1,1,0,0,0,0,1,11.1309473649545,0,0,1
10000," 36 months",7.26,"TX",15.54,0,0,8,13403,50.6,27,0,"INDIVIDUAL",0,176,36315,26500,1,1,0,1,24.9123287671233,1,0,0,1,1,0,0,11.002116507732,0,0,0
18900," 60 months",18.84,"MT",18.84,0,0,9,16748,85.9,20,0,"INDIVIDUAL",0,0,16748,19500,0,0,0,1,29.9123287671233,0,0,0,1,0,1,0,10.6689786502192,0,0,1
23650," 60 months",19.19,"FL",19.79,0,0,31,26722,50.7,46,0,"INDIVIDUAL",0,0,172561,58700,0,1,0,1,36.9123287671233,1,1,0,0,0,1,0,10.8928056729438,0,0,1
18000," 60 months",25.89,"PA",29.26,3,0,14,31390,91.8,26,0,"INDIVIDUAL",0,0,119968,34200,0,1,0,1,36.3315068493151,1,1,0,0,0,1,0,10.8197982842103,0,0,0
10500," 60 months",16.99,"VA",16.11,0,0,10,2570,62.7,23,0,"INDIVIDUAL",0,0,182228,4100,0,0,0,1,34.1643835616438,1,1,0,0,0,0,0,11.2897944135779,0,1,0
10750," 60 months",23.43,"CO",29.4,0,0,12,16265,65.3,23,0,"INDIVIDUAL",0,0,23411,24900,0,0,1,1,24.0794520547945,1,0,0,0,0,1,0,10.3089859934221,1,0,1
12000," 36 months",9.67,"WA",21.32,1,0,17,46854,50.1,45,0,"INDIVIDUAL",0,0,348763,93500,0,1,0,1,44.1643835616438,1,1,0,0,0,1,0,11.3504183001091,0,0,1
35000," 60 months",11.44,"MA",27.19,0,0,18,368134,81.6,24,0,"INDIVIDUAL",0,0,973660,380300,0,1,0,1,53.827397260274,1,1,0,0,1,0,0,12.3807189897588,0,0,0
10000," 36 months",7.26,"DE",21.99,1,1,11,12518,27.8,29,0,"INDIVIDUAL",0,61,23466,45100,0,1,0,1,31.1643835616438,1,1,0,0,1,0,0,10.7995959850478,0,0,0
20000," 60 months",13.33,"RI",25.1,2,0,12,12416,103.5,17,0,"INDIVIDUAL",0,0,210898,12000,1,1,0,1,39.7506849315068,1,1,0,0,0,1,0,11.3504183001091,0,0,1
6000," 36 months",15.59,"NY",12.57,0,1,6,889,7.1,8,0,"INDIVIDUAL",0,0,13395,12600,0,0,0,1,16.4164383561644,0,0,0,1,0,0,0,10.5966597327836,0,0,1
28000," 36 months",6.68,"FL",18.52,0,2,16,74485,55.8,34,0,"INDIVIDUAL",0,0,391936,133400,0,0,0,1,28.7506849315069,1,0,0,1,1,0,0,11.6082447356423,0,1,0
4800," 36 months",6.03,"PA",22.22,0,1,18,38940,68.7,38,0,"INDIVIDUAL",0,0,471522,56700,0,0,0,1,31.0794520547945,1,1,0,0,0,1,0,12.1361918799819,0,1,0
28000," 60 months",8.19,"MN",17.15,0,0,15,127467,88.6,26,0,"INDIVIDUAL",0,0,744007,143800,0,0,0,1,32.9972602739726,1,1,0,0,1,0,0,12.4292201968364,0,1,0
18350," 36 months",16.55,"CA",9.02,0,1,8,17630,65.3,9,0,"INDIVIDUAL",0,0,17630,27000,0,0,0,1,18.5835616438356,1,0,0,0,0,1,0,10.8967578438935,0,0,0
4025," 36 months",13.33,"TX",37.91,0,0,12,4752,55.3,25,0,"INDIVIDUAL",0,316,129016,8600,0,1,0,1,29.1643835616438,1,1,0,0,0,1,0,10.4312587850283,0,1,0
10000," 36 months",7.49,"MA",5.44,0,0,4,5729,81.8,24,0,"INDIVIDUAL",0,0,286223,7000,0,0,0,1,24.4164383561644,1,1,0,0,0,1,0,11.4510606994934,0,0,0
5000," 36 months",7.26,"MT",28.23,0,1,16,11354,37.2,50,0,"INDIVIDUAL",0,0,118414,30500,1,1,0,1,28.3315068493151,1,1,0,0,0,1,0,11.1844352867906,0,1,0
7975," 36 months",18.24,"CA",38.93,1,1,6,8991,56.2,11,0,"INDIVIDUAL",0,0,36872,16000,1,1,0,1,42.7506849315068,1,0,0,0,0,0,0,10.1266711030504,0,0,1
12000," 60 months",13.35,"PA",28.17,0,2,8,4007,27.8,22,0,"INDIVIDUAL",0,0,39916,14400,1,1,0,1,31.2465753424658,1,0,0,0,0,1,0,10.2681653877435,0,1,0
6400," 36 months",18.55,"OH",9.27,0,0,7,7094,95.9,9,0,"INDIVIDUAL",0,0,14058,7400,0,0,0,1,14.3315068493151,1,0,0,1,0,1,0,10.5966597327836,0,1,0
9500," 36 months",9.99,"WI",22.97,0,1,15,30895,64.1,28,0,"INDIVIDUAL",0,0,227602,48200,0,1,0,1,26.9123287671233,1,1,0,0,0,0,1,10.9151066458675,0,0,1
6000," 36 months",11.53,"TX",26.26,0,0,8,12345,53.9,20,0,"INDIVIDUAL",0,0,94655,22900,0,0,0,1,25.4986301369863,1,1,0,0,0,0,0,11.002116507732,0,0,0
10000," 36 months",12.99,"CA",19.97,0,1,12,28582,70.9,16,0,"INDIVIDUAL",0,0,477479,40300,0,0,0,1,18.7506849315069,1,1,0,0,0,0,1,11.6526961029598,0,0,1
10000," 36 months",14.33,"NY",3.5,0,0,3,6507,89.1,10,0,"INDIVIDUAL",0,0,6507,7300,0,1,0,1,23.9123287671233,1,1,0,0,0,1,0,11.1562648066437,0,0,0
5000," 36 months",7.9,"GA",13.02,0,0,9,2798,28.4,12,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,28.2465753424658,1,0,0,0,0,0,0,10.5713425658087,0,0,0
8000," 36 months",13.35,"CA",15.55,0,0,2,1438,47.9,9,0,"INDIVIDUAL",0,0,4070,3000,0,0,0,1,21.9123287671233,1,0,0,0,0,1,0,9.99884318585288,0,0,1
14500," 36 months",11.44,"NC",16.87,5,1,14,3854,45.9,25,0,"INDIVIDUAL",0,0,38040,8400,1,1,0,1,42.5835616438356,1,0,0,0,0,1,0,10.9151066458675,0,0,0
10800," 60 months",17.99,"WA",6.6,0,1,4,2500,58.1,10,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,28.3315068493151,1,0,0,0,0,0,0,10.8590182281479,0,0,1
17000," 60 months",13.65,"VA",11.78,0,0,7,13203,66.3,17,0,"INDIVIDUAL",0,0,130626,19900,1,1,0,1,25.9972602739726,1,1,0,0,1,0,0,10.6689786502192,0,0,0
